Sample	Sample	Fragments_Used_for_Bidirectional_Calc[#]	Bidirectional_ANI[%]	Bidirectional_StDev[%]	Fragments_Used_for_Unidirectional_Calc[#]	Unidirectional_ANI[%]	Unidirectional_StDev[%]	Fragments_Used_for_Unidirectional_Calc[#]	Unidirectional_ANI[%]	Unidirectional_StDev[%]
Leptospira_fletcheri_GCF_004769195	Leptospira_bourretii_GCF_004769285	470.5	69.392	4.062	1556	69.361	4.031	1562	69.284	3.843
Leptospira_koniambonensis_GCF_004769555	Leptospira_bourretii_GCF_004769285	619.5	70.357	4.132	2129	70.347	4.181	2146	70.268	4.047
Leptospira_yanagawae_GCF_000332475	Leptospira_bourretii_GCF_004769285	5252.5	78.916	5.523	14341	78.345	5.555	14324	78.343	5.572
Leptospira_hartskeerlii_GCF_002811475	Leptospira_bourretii_GCF_004769285	613.5	70.334	4.019	2043	70.248	4.098	2060	70.118	3.980
Leptospira_weilii_GCF_006874745	Leptospira_bourretii_GCF_004769285	510.5	69.826	3.757	1726	69.906	3.949	1748	69.979	4.199
Leptospira_santarosai_GCF_000313175	Leptospira_bourretii_GCF_004769285	479	70.006	3.967	1701	69.897	3.983	1721	69.963	4.208
Leptospira_alexanderi_GCF_000243815	Leptospira_bourretii_GCF_004769285	515	70.055	3.708	1753	70.063	3.935	1767	69.952	3.766
Leptospira_stimsonii_GCF_003545885	Leptospira_bourretii_GCF_004769285	575.5	69.932	4.029	1989	69.910	4.029	1976	69.869	3.893
Leptospira_noumeaensis_GCF_004770765	Leptospira_bourretii_GCF_004769285	6632.5	84.024	5.464	16557	83.569	5.625	16553	83.554	5.622
Leptospira_perdikensis_GCF_004769575	Leptospira_bourretii_GCF_004769285	6786	83.037	5.066	16557	82.745	5.269	16547	82.747	5.245
Leptospira_barantonii_GCF_002811925	Leptospira_bourretii_GCF_004769285	583.5	69.835	3.845	1915	69.850	3.993	1937	69.780	3.856
Leptospira_wolffii_GCF_000306115	Leptospira_bourretii_GCF_004769285	521	69.677	4.088	1735	69.602	4.026	1731	69.535	3.856
Leptospira_inadai_GCF_000243675	Leptospira_bourretii_GCF_004769285	501	69.405	3.723	1680	69.366	3.859	1721	69.506	4.199
Leptospira_wolbachii_GCF_000332515	Leptospira_bourretii_GCF_004769285	7076.5	82.797	4.748	16841	82.457	4.906	16893	82.469	4.961
Leptospira_montravelensis_GCF_004769455	Leptospira_bourretii_GCF_004769285	7265	84.293	5.470	17006	83.924	5.629	17012	83.922	5.633
Leptospira_broomii_GCF_000243715	Leptospira_bourretii_GCF_004769285	528	69.746	4.067	1772	69.613	3.981	1809	69.524	3.923
Leptospira_noguchii_GCF_000306255	Leptospira_bourretii_GCF_004769285	571	70.264	3.987	1998	70.172	3.955	1985	70.275	4.100
Leptospira_interrogans_GCF_000343165	Leptospira_bourretii_GCF_004769285	597.5	70.343	4.007	1981	70.191	3.972	2012	70.085	3.818
Leptospira_kemamanensis_GCF_004769665	Leptospira_bourretii_GCF_004769285	5309	79.209	5.627	14365	78.692	5.700	14356	78.661	5.688
Leptospira_borgpetersenii_GCF_003046425	Leptospira_bourretii_GCF_004769285	529.5	69.998	3.903	1780	69.922	3.934	1782	69.859	3.747
Leptospira_alstonii_GCF_000347175	Leptospira_bourretii_GCF_004769285	499.5	70.146	4.015	1707	69.942	3.989	1748	70.217	4.533
Leptospira_bandrabouensis_GCF_004770905	Leptospira_bourretii_GCF_004769285	6995	85.327	6.100	17215	84.783	6.241	17208	84.787	6.248
Leptospira_ainazelensis_GCF_016918785	Leptospira_bourretii_GCF_004769285	603.5	69.970	3.949	2020	69.967	4.000	2034	69.889	3.812
Leptospira_mgodei_GCF_040833985	Leptospira_saintgironsiae_GCF_002811765	596	70.459	4.142	2097	70.175	4.094	2037	70.427	4.399
Leptospira_abararensis_GCF_016918735	Leptospira_saintgironsiae_GCF_002811765	599	70.340	4.104	2072	70.196	4.034	2053	70.216	4.035
Leptospira_terpstrae_GCF_000332495	Leptospira_saintgironsiae_GCF_002811765	604.5	70.325	4.092	2130	70.175	4.043	2104	70.526	4.466
Leptospira_ellisii_GCF_002811955	Leptospira_saintgironsiae_GCF_002811765	1281	71.022	4.142	4107	70.805	4.063	4045	70.818	4.061
Leptospira_levettii_GCF_002812085	Leptospira_bourretii_GCF_004769285	5579	78.896	5.489	14835	78.392	5.575	14824	78.368	5.566
Leptospira_ognonensis_GCF_004770745	Leptospira_saintgironsiae_GCF_002811765	557	69.788	3.920	1892	69.600	3.745	1878	69.603	3.706
Leptospira_brenneri_GCF_002812125	Leptospira_saintgironsiae_GCF_002811765	601.5	70.494	4.344	2110	70.233	4.099	2079	70.247	4.082
Leptospira_congkakensis_GCF_004770265	Leptospira_saintgironsiae_GCF_002811765	593.5	70.476	4.280	2085	70.318	4.123	2065	70.298	4.088
Leptospira_kobayashii_GCF_003114835	Leptospira_saintgironsiae_GCF_002811765	712	70.630	4.060	2446	70.327	3.899	2415	70.367	3.880
Leptospira_milleri_GCF_040833955	Leptospira_saintgironsiae_GCF_002811765	546	70.259	4.147	1901	70.080	3.992	1856	70.357	4.400
Leptospira_idonii_GCF_004770995	Leptospira_saintgironsiae_GCF_002811765	688	71.036	4.189	2372	70.711	4.070	2341	70.718	4.117
Leptospira_jelokensis_GCF_004769775	Leptospira_saintgironsiae_GCF_002811765	569	70.153	4.054	1966	70.009	3.975	1937	70.203	4.228
Leptospira_ilyithenensis_GCF_004771005	Leptospira_bourretii_GCF_004769285	2559.5	73.214	4.545	8007	72.898	4.581	8041	72.870	4.493
Leptospira_kanakyensis_GCF_004769235	Leptospira_bourretii_GCF_004769285	7176	84.327	5.748	16839	83.944	5.879	16872	83.913	5.880
Leptospira_gorisiae_GCF_040833975	Leptospira_saintgironsiae_GCF_002811765	1529	71.450	4.163	4991	71.238	4.085	4990	71.328	4.299
Leptospira_johnsonii_GCF_003112675	Leptospira_saintgironsiae_GCF_002811765	7859	87.738	3.312	17794	87.570	3.574	17758	87.607	3.473
Leptospira_vanthielii_GCF_000332455	Leptospira_saintgironsiae_GCF_002811765	597	70.344	4.115	2087	70.161	4.020	2095	70.482	4.567
Leptospira_ainlahdjerensis_GCF_016919175	Leptospira_saintgironsiae_GCF_002811765	1571	71.520	4.201	5083	71.263	4.092	5098	71.296	4.094
Leptospira_gomenensis_GCF_004770155	Leptospira_saintgironsiae_GCF_002811765	1361.5	71.183	4.144	4444	70.918	4.055	4380	70.963	4.033
Leptospira_sarikeiensis_GCF_004769615	Leptospira_saintgironsiae_GCF_002811765	6668.5	81.125	4.623	16807	80.806	4.775	16846	80.779	4.802
Leptospira_perolatii_GCF_002811875	Leptospira_saintgironsiae_GCF_002811765	2592	72.402	4.322	8165	72.106	4.258	8143	72.108	4.236
Leptospira_ryugenii_GCF_003114855	Leptospira_saintgironsiae_GCF_002811765	550.5	69.831	3.718	1854	69.611	3.755	1849	69.650	3.729
Leptospira_cinconiae_GCF_040833995	Leptospira_saintgironsiae_GCF_002811765	7320.5	86.251	3.481	16853	86.047	3.747	16867	86.098	3.700
Leptospira_kmetyi_GCF_000243735	Leptospira_saintgironsiae_GCF_002811765	1568.5	71.408	4.178	5137	71.223	4.130	5136	71.225	4.159
Leptospira_yasudae_GCF_003545925	Leptospira_saintgironsiae_GCF_002811765	1530.5	71.355	4.262	4952	71.157	4.179	4908	71.174	4.162
Leptospira_biflexa_GCF_000017685	Leptospira_saintgironsiae_GCF_002811765	586.5	70.224	4.112	1979	70.027	3.982	1971	70.201	4.363
Leptospira_ellinghausenii_GCF_003114815	Leptospira_saintgironsiae_GCF_002811765	592.5	70.371	4.219	2022	70.169	4.008	1989	70.183	3.976
Leptospira_meyeri_GCF_004368965	Leptospira_saintgironsiae_GCF_002811765	642.5	70.458	4.169	2130	70.237	4.031	2083	70.320	4.148
Leptospira_mtsangambouensis_GCF_004770475	Leptospira_saintgironsiae_GCF_002811765	638	70.512	4.159	2177	70.244	4.038	2129	70.336	4.112
Leptospira_licerasiae_GCF_000244755	Leptospira_saintgironsiae_GCF_002811765	7568.5	87.360	3.493	17443	87.144	3.770	17524	87.128	3.757
Leptospira_harrisiae_GCF_002811945	Leptospira_saintgironsiae_GCF_002811765	609.5	70.484	4.321	2112	70.247	4.093	2083	70.364	4.238
Leptospira_kirschneri_GCF_000243695	Leptospira_saintgironsiae_GCF_002811765	1523	71.756	4.182	4862	71.518	4.130	4847	71.550	4.168
Leptospira_sanjuanensis_GCF_022267325	Leptospira_saintgironsiae_GCF_002811765	1465	71.372	4.263	4817	71.191	4.164	4819	71.291	4.394
Leptospira_neocaledonica_GCF_002812205	Leptospira_saintgironsiae_GCF_002811765	7795	88.032	3.506	17848	87.784	3.831	17846	87.798	3.780
Leptospira_bouyouniensis_GCF_004770445	Leptospira_saintgironsiae_GCF_002811765	588	70.198	3.990	2067	70.051	4.006	2012	70.178	4.150
Leptospira_adleri_GCF_002811985	Leptospira_saintgironsiae_GCF_002811765	1536	71.416	4.136	5004	71.192	4.059	4930	71.198	4.032
Leptospira_dzoumogneensis_GCF_004770895	Leptospira_saintgironsiae_GCF_002811765	7726	89.427	3.440	17535	89.257	3.741	17525	89.275	3.682
Leptospira_weilii_GCF_006874745	Leptospira_saintgironsiae_GCF_002811765	1323.5	71.469	4.172	4426	71.194	4.084	4411	71.337	4.301
Leptospira_hartskeerlii_GCF_002811475	Leptospira_saintgironsiae_GCF_002811765	7741.5	88.819	3.349	17630	88.569	3.737	17559	88.635	3.586
Leptospira_chreensis_GCF_016919165	Leptospira_saintgironsiae_GCF_002811765	608.5	70.578	4.234	2055	70.290	4.120	2133	70.290	4.042
Leptospira_iowaensis_GCF_040833965	Leptospira_saintgironsiae_GCF_002811765	615.5	70.328	4.164	2085	70.105	4.029	2081	70.352	4.366
Leptospira_santarosai_GCF_000313175	Leptospira_saintgironsiae_GCF_002811765	1313	71.462	4.100	4286	71.244	4.071	4280	71.308	4.309
Leptospira_tipperaryensis_GCF_001729245	Leptospira_saintgironsiae_GCF_002811765	1635	71.568	4.305	5391	71.281	4.185	5391	71.383	4.367
Leptospira_semungkisensis_GCF_004770055	Leptospira_saintgironsiae_GCF_002811765	5233.5	77.116	4.780	14510	76.646	4.826	14496	76.656	4.811
Leptospira_andrefontaineae_GCF_004770105	Leptospira_saintgironsiae_GCF_002811765	7805.5	89.523	3.471	17728	89.300	3.818	17744	89.321	3.744
Leptospira_selangorensis_GCF_004769405	Leptospira_saintgironsiae_GCF_002811765	8100	90.127	3.363	18193	89.914	3.687	18203	89.921	3.641
Leptospira_fainei_GCF_000306235	Leptospira_saintgironsiae_GCF_002811765	3121	72.629	4.250	9699	72.313	4.222	9819	72.275	4.251
Leptospira_venezuelensis_GCF_002150035	Leptospira_saintgironsiae_GCF_002811765	7713	88.533	3.607	17784	88.279	3.944	17787	88.303	3.884
Leptospira_langatensis_GCF_004770615	Leptospira_saintgironsiae_GCF_002811765	4979.5	76.744	4.751	14216	76.295	4.786	14262	76.301	4.774
Leptospira_stimsonii_GCF_003545885	Leptospira_saintgironsiae_GCF_002811765	1562	71.462	4.206	5132	71.257	4.093	5095	71.285	4.082
Leptospira_noumeaensis_GCF_004770765	Leptospira_saintgironsiae_GCF_002811765	611.5	70.363	4.113	2098	70.281	4.057	2069	70.256	4.059
Leptospira_perdikensis_GCF_004769575	Leptospira_saintgironsiae_GCF_002811765	596.5	70.302	4.134	2123	70.185	4.111	2077	70.278	4.133
Leptospira_koniambonensis_GCF_004769555	Leptospira_saintgironsiae_GCF_002811765	7850	90.869	3.599	17888	90.600	3.983	17881	90.630	3.900
Leptospira_fletcheri_GCF_004769195	Leptospira_saintgironsiae_GCF_002811765	2883.5	72.415	4.321	8870	72.066	4.231	8903	72.053	4.234
Leptospira_alexanderi_GCF_000243815	Leptospira_saintgironsiae_GCF_002811765	1358.5	71.625	4.200	4477	71.295	4.100	4442	71.332	4.094
Leptospira_wolbachii_GCF_000332515	Leptospira_saintgironsiae_GCF_002811765	614	70.286	4.014	2040	70.108	3.950	2051	70.412	4.476
Leptospira_yanagawae_GCF_000332475	Leptospira_saintgironsiae_GCF_002811765	554.5	70.250	4.072	1957	70.104	3.978	1919	70.316	4.260
Leptospira_barantonii_GCF_002811925	Leptospira_saintgironsiae_GCF_002811765	1608.5	71.489	4.247	5232	71.314	4.161	5202	71.320	4.170
Leptospira_wolffii_GCF_000306115	Leptospira_saintgironsiae_GCF_002811765	4483	75.167	4.698	13119	74.705	4.739	13119	74.716	4.733
Leptospira_montravelensis_GCF_004769455	Leptospira_saintgironsiae_GCF_002811765	605.5	70.553	4.018	2069	70.350	4.032	2059	70.378	4.133
Leptospira_inadai_GCF_000243675	Leptospira_saintgironsiae_GCF_002811765	3048.5	72.581	4.200	9482	72.256	4.234	9560	72.301	4.377
Leptospira_broomii_GCF_000243715	Leptospira_saintgironsiae_GCF_002811765	3208	72.726	4.264	9740	72.351	4.191	9807	72.363	4.242
Leptospira_levettii_GCF_002812085	Leptospira_saintgironsiae_GCF_002811765	621	70.286	3.934	2069	70.077	3.883	2022	70.116	3.835
Leptospira_kemamanensis_GCF_004769665	Leptospira_saintgironsiae_GCF_002811765	583	70.270	3.967	2018	70.041	3.978	1979	70.057	3.962
Leptospira_borgpetersenii_GCF_003046425	Leptospira_saintgironsiae_GCF_002811765	1341	71.516	4.168	4434	71.253	4.074	4359	71.315	4.066
Leptospira_alstonii_GCF_000347175	Leptospira_saintgironsiae_GCF_002811765	1419	71.340	4.122	4558	71.153	4.164	4558	71.355	4.546
Leptospira_gomenensis_GCF_004770155	Leptospira_mgodei_GCF_040833985	509	69.705	4.241	1688	69.715	4.454	1669	69.514	4.001
Leptospira_abararensis_GCF_016918735	Leptospira_mgodei_GCF_040833985	7431	89.252	5.150	17470	89.013	5.351	17410	88.980	5.358
Leptospira_gorisiae_GCF_040833975	Leptospira_mgodei_GCF_040833985	560	69.906	4.039	1917	69.938	4.226	1917	70.009	4.281
Leptospira_ellisii_GCF_002811955	Leptospira_mgodei_GCF_040833985	448	69.671	4.106	1508	69.736	4.378	1502	69.436	3.890
Leptospira_kanakyensis_GCF_004769235	Leptospira_saintgironsiae_GCF_002811765	614	70.346	4.281	2155	70.231	4.112	2098	70.293	4.112
Leptospira_ilyithenensis_GCF_004771005	Leptospira_saintgironsiae_GCF_002811765	690.5	70.201	3.896	2384	70.117	3.877	2304	70.184	3.837
Leptospira_bandrabouensis_GCF_004770905	Leptospira_saintgironsiae_GCF_002811765	608.5	70.382	4.139	2068	70.234	4.031	2083	70.319	4.245
Leptospira_johnsonii_GCF_003112675	Leptospira_mgodei_GCF_040833985	607	70.304	3.951	1995	70.274	4.293	2017	70.073	3.951
Leptospira_ainazelensis_GCF_016918785	Leptospira_saintgironsiae_GCF_002811765	1513	71.458	4.122	5139	71.245	4.092	5072	71.261	4.041
Leptospira_ognonensis_GCF_004770745	Leptospira_mgodei_GCF_040833985	2408	72.739	4.713	7678	72.443	4.799	7632	72.344	4.597
Leptospira_sarikeiensis_GCF_004769615	Leptospira_mgodei_GCF_040833985	579	70.019	3.971	1976	70.151	4.296	1974	69.942	3.940
Leptospira_perolatii_GCF_002811875	Leptospira_mgodei_GCF_040833985	551.5	69.745	3.740	1807	69.891	4.188	1801	69.695	3.765
Leptospira_interrogans_GCF_000343165	Leptospira_saintgironsiae_GCF_002811765	1501.5	71.852	4.075	4844	71.542	4.098	4791	71.593	4.091
Leptospira_noguchii_GCF_000306255	Leptospira_saintgironsiae_GCF_002811765	1492.5	71.835	4.138	4889	71.567	4.148	4861	71.644	4.306
Leptospira_terpstrae_GCF_000332495	Leptospira_mgodei_GCF_040833985	7566.5	86.238	4.468	17225	85.976	4.686	17233	85.997	4.684
Leptospira_brenneri_GCF_002812125	Leptospira_mgodei_GCF_040833985	6731	82.688	4.734	16182	82.343	4.936	16173	82.317	4.897
Leptospira_yasudae_GCF_003545925	Leptospira_mgodei_GCF_040833985	566.5	69.898	3.958	1899	69.988	4.246	1907	69.730	3.855
Leptospira_ellinghausenii_GCF_003114815	Leptospira_mgodei_GCF_040833985	5250	78.604	5.361	14789	78.106	5.500	14771	78.039	5.410
Leptospira_vanthielii_GCF_000332455	Leptospira_mgodei_GCF_040833985	7738.5	89.250	5.207	17280	88.971	5.454	17364	89.002	5.475
Leptospira_ainlahdjerensis_GCF_016919175	Leptospira_mgodei_GCF_040833985	632	69.837	3.934	2151	69.889	4.196	2143	69.770	3.902
Leptospira_congkakensis_GCF_004770265	Leptospira_mgodei_GCF_040833985	6888.5	83.060	4.739	16231	82.771	4.936	16197	82.743	4.902
Leptospira_meyeri_GCF_004368965	Leptospira_mgodei_GCF_040833985	7049	82.466	4.711	16877	82.137	4.901	16846	82.129	4.882
Leptospira_licerasiae_GCF_000244755	Leptospira_mgodei_GCF_040833985	583	70.208	4.118	1952	70.176	4.334	1984	70.007	4.019
Leptospira_sanjuanensis_GCF_022267325	Leptospira_mgodei_GCF_040833985	513.5	69.995	4.063	1790	69.996	4.329	1787	70.052	4.377
Leptospira_kobayashii_GCF_003114835	Leptospira_mgodei_GCF_040833985	2448	73.201	4.691	8027	72.885	4.726	8009	72.803	4.563
Leptospira_milleri_GCF_040833955	Leptospira_mgodei_GCF_040833985	5238.5	78.417	5.182	14000	77.903	5.364	14028	77.906	5.359
Leptospira_ryugenii_GCF_003114855	Leptospira_mgodei_GCF_040833985	2177	72.249	4.322	6938	72.071	4.512	6929	71.962	4.259
Leptospira_idonii_GCF_004770995	Leptospira_mgodei_GCF_040833985	2701.5	73.194	4.647	8104	72.959	4.782	8154	72.876	4.639
Leptospira_jelokensis_GCF_004769775	Leptospira_mgodei_GCF_040833985	5056	78.539	5.307	14359	78.033	5.441	14334	78.008	5.418
Leptospira_cinconiae_GCF_040833995	Leptospira_mgodei_GCF_040833985	598.5	70.123	4.082	1967	70.112	4.280	2000	70.053	4.313
Leptospira_mtsangambouensis_GCF_004770475	Leptospira_mgodei_GCF_040833985	6655	82.784	4.712	16712	82.468	4.888	16713	82.447	4.864
Leptospira_biflexa_GCF_000017685	Leptospira_mgodei_GCF_040833985	5407	78.782	5.388	14823	78.194	5.526	14795	78.201	5.507
Leptospira_kirschneri_GCF_000243695	Leptospira_mgodei_GCF_040833985	568.5	70.267	4.034	1917	70.241	4.180	1922	70.103	3.937
Leptospira_kmetyi_GCF_000243735	Leptospira_mgodei_GCF_040833985	558	69.812	3.748	1844	69.928	4.288	1865	69.727	3.939
Leptospira_harrisiae_GCF_002811945	Leptospira_mgodei_GCF_040833985	6845	82.605	4.717	16557	82.257	4.930	16522	82.244	4.902
Leptospira_tipperaryensis_GCF_001729245	Leptospira_mgodei_GCF_040833985	613	69.951	4.065	2076	70.012	4.204	2082	70.013	4.291
Leptospira_chreensis_GCF_016919165	Leptospira_mgodei_GCF_040833985	6923	85.246	4.779	16788	84.947	5.004	18162	84.835	4.971
Leptospira_iowaensis_GCF_040833965	Leptospira_mgodei_GCF_040833985	5617	78.539	5.349	14880	78.063	5.453	14909	78.053	5.459
Leptospira_selangorensis_GCF_004769405	Leptospira_mgodei_GCF_040833985	612	70.363	4.122	2059	70.364	4.366	2103	70.126	4.068
Leptospira_dzoumogneensis_GCF_004770895	Leptospira_mgodei_GCF_040833985	562	70.184	4.196	1942	70.272	4.411	1961	70.060	4.089
Leptospira_semungkisensis_GCF_004770055	Leptospira_mgodei_GCF_040833985	533	70.004	4.050	1813	70.008	4.312	1817	69.813	3.945
Leptospira_santarosai_GCF_000313175	Leptospira_mgodei_GCF_040833985	521.5	70.055	4.042	1715	69.927	4.150	1694	69.967	4.164
Leptospira_weilii_GCF_006874745	Leptospira_mgodei_GCF_040833985	494	70.018	4.246	1758	69.918	4.205	1747	69.986	4.209
Leptospira_andrefontaineae_GCF_004770105	Leptospira_mgodei_GCF_040833985	612.5	70.464	4.202	2059	70.369	4.336	2080	70.156	4.020
Leptospira_langatensis_GCF_004770615	Leptospira_mgodei_GCF_040833985	508.5	69.824	3.944	1714	69.954	4.360	1730	69.768	3.953
Leptospira_venezuelensis_GCF_002150035	Leptospira_mgodei_GCF_040833985	622	70.323	4.199	2063	70.331	4.371	2093	70.122	4.074
Leptospira_fainei_GCF_000306235	Leptospira_mgodei_GCF_040833985	512.5	69.627	3.940	1759	69.691	4.202	1771	69.440	3.878
Leptospira_adleri_GCF_002811985	Leptospira_mgodei_GCF_040833985	559	69.849	4.176	1921	69.875	4.309	1869	69.720	3.960
Leptospira_bouyouniensis_GCF_004770445	Leptospira_mgodei_GCF_040833985	5537.5	78.531	5.295	14737	77.991	5.409	14707	77.961	5.380
Leptospira_neocaledonica_GCF_002812205	Leptospira_mgodei_GCF_040833985	575	70.363	4.078	1980	70.345	4.325	2005	70.112	3.973
Leptospira_hartskeerlii_GCF_002811475	Leptospira_mgodei_GCF_040833985	580	70.194	4.166	1984	70.266	4.391	2004	70.033	4.027
Leptospira_yanagawae_GCF_000332475	Leptospira_mgodei_GCF_040833985	5404	78.488	5.293	14258	78.002	5.452	14246	78.001	5.422
Leptospira_wolffii_GCF_000306115	Leptospira_mgodei_GCF_040833985	490.5	69.462	3.860	1723	69.647	4.323	1674	69.513	3.923
Leptospira_inadai_GCF_000243675	Leptospira_mgodei_GCF_040833985	487.5	69.572	3.824	1715	69.553	4.091	1732	69.560	4.186
Leptospira_broomii_GCF_000243715	Leptospira_mgodei_GCF_040833985	517	69.422	3.725	1778	69.593	4.207	1777	69.397	3.847
Leptospira_alexanderi_GCF_000243815	Leptospira_mgodei_GCF_040833985	515	69.777	3.746	1801	70.007	4.189	1778	69.856	3.833
Leptospira_koniambonensis_GCF_004769555	Leptospira_mgodei_GCF_040833985	620.5	70.350	4.262	2103	70.326	4.354	2122	70.146	4.019
Leptospira_wolbachii_GCF_000332515	Leptospira_mgodei_GCF_040833985	7284	87.167	4.592	17030	87.022	4.794	17060	87.026	4.786
Leptospira_stimsonii_GCF_003545885	Leptospira_mgodei_GCF_040833985	576.5	70.022	4.046	1944	70.034	4.226	1944	69.823	3.873
Leptospira_noumeaensis_GCF_004770765	Leptospira_mgodei_GCF_040833985	6501.5	82.782	4.707	16265	82.383	4.983	16216	82.347	4.966
Leptospira_barantonii_GCF_002811925	Leptospira_mgodei_GCF_040833985	547	69.915	4.027	1895	69.999	4.324	1891	69.848	3.988
Leptospira_fletcheri_GCF_004769195	Leptospira_mgodei_GCF_040833985	479.5	69.342	3.799	1618	69.456	4.331	1598	69.270	3.813
Leptospira_perdikensis_GCF_004769575	Leptospira_mgodei_GCF_040833985	6800	84.100	4.528	16438	83.779	4.740	16428	83.763	4.688
Leptospira_montravelensis_GCF_004769455	Leptospira_mgodei_GCF_040833985	6768.5	82.574	4.635	16511	82.316	4.808	16480	82.297	4.792
Leptospira_levettii_GCF_002812085	Leptospira_mgodei_GCF_040833985	5435.5	78.526	5.285	14723	78.036	5.417	14715	77.977	5.371
Leptospira_interrogans_GCF_000343165	Leptospira_mgodei_GCF_040833985	580.5	70.255	4.011	1998	70.283	4.151	2007	70.082	3.825
Leptospira_noguchii_GCF_000306255	Leptospira_mgodei_GCF_040833985	572.5	70.327	4.168	1967	70.231	4.152	1956	70.240	4.119
Leptospira_borgpetersenii_GCF_003046425	Leptospira_mgodei_GCF_040833985	517.5	69.885	3.797	1773	69.993	4.241	1761	69.810	3.820
Leptospira_kemamanensis_GCF_004769665	Leptospira_mgodei_GCF_040833985	5361.5	78.818	5.301	14192	78.324	5.490	14178	78.296	5.428
Leptospira_alstonii_GCF_000347175	Leptospira_mgodei_GCF_040833985	510.5	69.866	3.936	1754	69.936	4.242	1798	70.127	4.547
Leptospira_ainazelensis_GCF_016918785	Leptospira_mgodei_GCF_040833985	574	69.901	3.866	2039	69.984	4.169	2053	69.817	3.790
Leptospira_bandrabouensis_GCF_004770905	Leptospira_mgodei_GCF_040833985	6870.5	82.642	4.654	16566	82.342	4.859	16551	82.329	4.858
Leptospira_ilyithenensis_GCF_004771005	Leptospira_mgodei_GCF_040833985	2493.5	73.181	4.562	7858	72.887	4.631	7874	72.788	4.488
Leptospira_kanakyensis_GCF_004769235	Leptospira_mgodei_GCF_040833985	6733.5	82.844	4.793	16473	82.564	4.998	16467	82.530	4.968
Leptospira_gorisiae_GCF_040833975	Leptospira_abararensis_GCF_016918735	568.5	69.897	4.015	1901	69.789	3.825	1955	69.966	4.261
Leptospira_johnsonii_GCF_003112675	Leptospira_abararensis_GCF_016918735	581.5	70.047	3.967	2004	70.007	3.994	2027	70.044	3.981
Leptospira_ellisii_GCF_002811955	Leptospira_abararensis_GCF_016918735	435.5	69.617	4.025	1512	69.529	3.868	1492	69.471	3.856
Leptospira_sarikeiensis_GCF_004769615	Leptospira_abararensis_GCF_016918735	601	70.119	4.073	1993	69.916	3.924	2007	69.893	3.932
